news_id,source_id,region,title,author,published_at,source_category,source_url,primary_category,tags,summary_ko,robot_ids,manufacturer_ids,archive_candidate,pediatric_relevance,clinical_relevance,screening_status,relevance_reason,collected_at,last_verified,content_hash
NEWS-0059,IEEE_SPECTRUM,GLOBAL,Video Friday: Your Robot Surgeon Will See You Now,,2026-07-17 16:00:01,Humanoid-robots,https://spectrum.ieee.org/video-friday-robotic-surgery,소아·교육,병원|교육|노인|감정 인식|상용화|연구|임상|정책,,,MagicLab,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,fb0467e97700d414ceeb59ca5b1af2f4e396e2f6293dc1af57bdd2805f019c5b
NEWS-0060,IEEE_SPECTRUM,GLOBAL,How to Make an Invisible Drone,,2026-07-16 16:09:21,Robotics,https://spectrum.ieee.org/invisible-spinning-drone,연구·HRI,컴퓨터 비전|신제품|연구,,ROBOT-0032,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,bc5bb270730dea116f40eb6b2dc060a1925893af8d328ecd48f41bd1f31f9dce
NEWS-0061,IEEE_SPECTRUM,GLOBAL,Building a Foundation Stack for General-Purpose Robots,,2026-07-13 10:19:51,Home-robots,https://spectrum.ieee.org/x-square-robot-embodied-ai-stack,연구·HRI,LLM|멀티모달|상용화|연구,범용 로봇을 위한 통합 embodied AI 스택 접근을 설명한 기사다. LLM·행동 모델 연계를 통한 차세대 상호작용 연구 플랫폼 관점에서 포함했다.,,,FALSE,LOW,LOW,INCLUDE,LLM 기반 embodied interaction 연구 플랫폼 동향,2026-08-11,2026-08-11,03c167ce39df6c99bc9921b7bfd18af7769b74a51a1259d742b6f234c8191107
NEWS-0062,IEEE_SPECTRUM,GLOBAL,Video Friday: A World Cup for Robots,,2026-07-10 16:00:01,Video-friday,https://spectrum.ieee.org/video-friday-robot-world-cup,소아·교육,교육|음성|컴퓨터 비전|감정 인식|촉각|신제품|상용화|연구|임상|정책|시장,,ROBOT-0030,UBTECH,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,a1b1cd046e459930ffb46f793876ad2051b5875c3b58eb5b27badcf913aba087
NEWS-0063,IEEE_SPECTRUM,GLOBAL,Ground Robots Inherit the Kill Zone,,2026-07-10 11:00:01,Ground-robots,https://spectrum.ieee.org/ukraine-ground-drones,연구·HRI,컴퓨터 비전|신제품|연구,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,0d4988a4a50d097a610d927a87ff6be6d4934b511e5e24a2e059027e9c9606a0
NEWS-0064,IEEE_SPECTRUM,GLOBAL,IEEE Honors Robotics Pioneer Toshio Fukuda,,2026-07-07 19:02:42,Robotics,https://spectrum.ieee.org/ieee-honors-toshio-fukuda,소아·교육,병원|교육|돌봄|컴퓨터 비전|신제품|연구|임상|시장,,,AIST,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,b266391b1c1c5c6d66b5a3298c78fe17ca132f4667d33facf00e9cc3500d5bc9
NEWS-0065,IEEE_SPECTRUM,GLOBAL,Japan Pioneered Humanoid Robots—Can It Now Catch China?,,2026-07-04 11:00:01,Japan,https://spectrum.ieee.org/humanoid-robots-japan,연구·HRI,LLM|컴퓨터 비전|상용화|임상|시장,,,,FALSE,NONE,NONE,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,f44a8a482f46551ba44ddc9cae4c27a30e411aaca801119f9397ef85d37c2a60
NEWS-0066,IEEE_SPECTRUM,GLOBAL,Video Friday: An Earthbound Mars Rover for the Moon,,2026-07-03 15:00:01,Video-friday,https://spectrum.ieee.org/video-friday-nasa-lunar-rover,소아·교육,교육|돌봄|컴퓨터 비전|감정 인식|터치|신제품|연구|임상|시장,,,UBTECH,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,ac159ba09bdd6f40604761db617fcc1817540dbdbed6889111bad768819ffef3
NEWS-0067,IEEE_SPECTRUM,GLOBAL,Video Friday: Give Robots a Hand,,2026-06-26 16:30:01,Humanoid-robots,https://spectrum.ieee.org/video-friday-robot-grippers,소아·교육,교육|연구,,,,FALSE,NONE,NONE,EXCLUDE,3차 검토: 소셜로봇/HRI 조사 목적과 직접 관련성 낮음,2026-08-11,2026-08-11,ddf961b7409eec28dd20565bdc57bcb09c43fd96d35126589101947f9e007053
NEWS-0068,IEEE_SPECTRUM,GLOBAL,Video Friday: Do Robots Even Need Legs?,,2026-06-19 15:00:02,Video-friday,https://spectrum.ieee.org/video-friday-agentic-ai-robot,소아·교육,교육|LLM|터치|상용화|연구|임상|정책|시장,,,MagicLab|Sony,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,57d1022771d0e18313415b7d63032d4866f9575886ca5bbce5bd647f42a0446e
NEWS-0069,IEEE_SPECTRUM,GLOBAL,What Amazon’s Astro Taught Me About Giving Robots a Soul,,2026-06-19 10:00:00,Amazon,https://spectrum.ieee.org/amazon-astro-robot-sound,상호작용 기술,음성|감정 인식|상용화|시장,Amazon Astro 사례를 통해 로봇의 음성/정서적 상호작용 설계 요소를 다룬 기사다. 소셜 상호작용 품질이 제품 수용성에 미치는 영향을 보여주는 동향으로 분류했다.,,,TRUE,LOW,LOW,INCLUDE,소셜 상호작용 중심의 상용 로봇 사례,2026-08-11,2026-08-11,58369e2aa9e4e756c7e6dabd1362b7254744c81cc15b141929ac55ca2f73b32e
NEWS-0070,IEEE_SPECTRUM,GLOBAL,The Secret to Marathon-Winning Humanoid Robots,,2026-06-17 12:19:27,Robotics,https://spectrum.ieee.org/china-humanoid-robot-marathon,연구·HRI,상용화|연구,,,,FALSE,NONE,NONE,EXCLUDE,3차 검토: 소셜로봇/HRI 조사 목적과 직접 관련성 낮음,2026-08-11,2026-08-11,ca78f7ecf1ce4a5e6db99e8d11c0864b5d7c3a7fda77d8389de3760339d8342d
NEWS-0071,IEEE_SPECTRUM,GLOBAL,Visual Language Models Train Robots to Read Human Emotions,,2026-06-13 13:00:01,Robotics,https://spectrum.ieee.org/robot-emotions-visual-language-models,상호작용 기술,LLM|컴퓨터 비전|감정 인식|연구,시각-언어 모델을 이용해 로봇이 인간 감정을 해석하도록 학습시키는 연구를 다룬다. HRI 핵심 영역인 감정 인식 기반 상호작용 기술 동향으로 포함했다.,,,FALSE,LOW,LOW,INCLUDE,감정 인식 기반 HRI 기술 연구,2026-08-11,2026-08-11,24b84bf9b10896cbbb105e3b00e43269ef6577c810df30395051e3437bb20c90
NEWS-0072,IEEE_SPECTRUM,GLOBAL,Award-Winning Researcher Trains Robots to Make Educated Guesses,,2026-06-12 18:00:01,Ieee-member-news,https://spectrum.ieee.org/researcher-trains-robots-to-guess,소아·교육,소아|교육|돌봄|컴퓨터 비전|시선|촉각|신제품|연구|정책,,,,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,4a43667c1b819bf4ca94fa159ccd6381f1fc2b65dc0b32a2023338dbf00b94e6
NEWS-0073,IEEE_SPECTRUM,GLOBAL,Video Friday: Robotic Motion Discovery Reveals Unusual Behaviors,,2026-06-12 17:00:02,Humanoid-robots,https://spectrum.ieee.org/video-friday-humanoid-loco-manipulation,소아·교육,소아|교육|촉각|연구,,,Maxtronics,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,7aa6eeaa7f7554fcc948cd0ca5467e23fc9d58d41be65ee4a5b2b9e97050e4ae
NEWS-0074,IEEE_SPECTRUM,GLOBAL,Defining Autonomy for Wellness Robots in Senior Care,,2026-06-11 10:00:01,Type-whitepaper,https://content.knowledgehub.wiley.com/wellness-robots-and-the-path-to-full-autonomy-a-new-paradigm-in-ai-powered-senior-care/,의료·돌봄,노인|돌봄|임상|상용화,시니어 케어 맥락에서 웰니스 로봇 자율성 정의를 제시한 기사다. 돌봄 현장 적용성과 운영 모델을 다루는 의료·돌봄 동향으로 분류했다.,,,FALSE,NONE,HIGH,INCLUDE,돌봄/케어 환경의 사회적 상호작용 로봇 적용,2026-08-11,2026-08-11,a4883223c912b1670dbbd40a5b68021b23a29af1a5e074bb1ed3ebf9939febd6
NEWS-0075,IEEE_SPECTRUM,GLOBAL,Beyond Dexterity: Why Contact May Define the Next Era of Robotics,,2026-06-09 12:51:03,Humanoid-robots,https://spectrum.ieee.org/agilink-contact-intelligence-robot-manipulation,의료·돌봄,돌봄|컴퓨터 비전|제스처|촉각|연구|정책,,,,FALSE,NONE,MEDIUM,EXCLUDE,산업/물류/비상호작용 중심 기사,2026-08-11,2026-08-11,8fe28a92d18f9babf70fe190f348a848382dacbf97ff8ce8327053442712a252
NEWS-0076,IEEE_SPECTRUM,GLOBAL,How JPL Keeps the 13-Year-Old Curiosity Rover Doing Science,,2026-06-09 12:00:02,Curiosity-rover,https://spectrum.ieee.org/curiosity-rover-jpl-mars-science,의료·돌봄,돌봄|정책,,,Sharp,FALSE,NONE,NONE,EXCLUDE,2차 검토: 소셜로봇/HRI 핵심 범위와 직접 관련성 낮음,2026-08-11,2026-08-11,bb0dac4d830562272124948d33a60050bda10c6144e905b7dc2d6e4b8d759b8a
NEWS-0077,IEEE_SPECTRUM,GLOBAL,Video Friday: Watch This Running Robot Not Fall Down Stairs,,2026-06-05 15:30:01,Humanoid-robots,https://spectrum.ieee.org/video-friday-humanoid-robot-running,소아·교육,교육|임상,,,,FALSE,NONE,NONE,EXCLUDE,3차 검토: 소셜로봇/HRI 조사 목적과 직접 관련성 낮음,2026-08-11,2026-08-11,4af506c77a09d54611939d8d4810109f99a61e32f09ee393912bb12b17ac1895
